ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,LTV,MonthlyDebt,DTI,FEDTI,Approved
1492,5421.0,385.0,392.0,218.0,246567.0,39450.72,207116.28,1519.75,527,0.84,2296.75,0.4236764434606161,0.28034495480538646,N
1493,9267.0,294.0,372.0,345.0,457448.0,100638.56,356809.44,2139.25,694,0.78,2805.25,0.3027139311535556,0.23084601273335492,Y
1494,5119.0,365.0,431.0,211.0,358135.0,21488.1,336646.9,1607.2,761,0.9400000000000001,2403.2,0.46946669271342056,0.31396757179136553,N
1495,5963.0,338.0,395.0,390.0,493649.0,59237.88,434411.12,2332.01,729,0.88,3065.01,0.5140046956230085,0.3910799932919672,N
1496,4072.0,491.0,467.0,387.0,340944.0,27275.52,313668.48,2301.59,523,0.9199999999999999,3259.59,0.8004887033398822,0.5652234774066798,N
1497,2053.0,367.0,483.0,428.0,314441.0,50310.56,264130.44,1757.27,617,0.84,2607.27,1.269980516317584,0.8559522649780809,N
1498,6105.0,281.0,379.0,267.0,381729.0,99249.54,282479.46,1693.61,677,0.7400000000000001,2353.6099999999997,0.38552170352170345,0.2774135954135954,R-DTI
1499,7670.0,461.0,430.0,444.0,259835.0,49368.65,210466.35,1544.33,569,0.81,2435.33,0.3175136897001304,0.20134680573663624,N
1500,2066.0,245.0,385.0,206.0,489368.0,137023.04,352344.96,1485.5,840,0.7200000000000001,2115.5,1.0239593417231365,0.7190222652468539,N
1501,3642.0,303.0,452.0,211.0,290102.0,66723.46,223378.54,1199.14,720,0.77,1954.14,0.5365568369028006,0.32925315760571117,N
1502,9552.0,232.0,366.0,261.0,480385.0,81665.45,398719.55,2390.53,658,0.83,2988.53,0.3128695561139029,0.25026486599664993,R-LTV
1503,6772.0,367.0,410.0,298.0,235932.0,16515.24,219416.76,1610.0,583,0.93,2387.0,0.35248080330773773,0.2377436503248671,N
1504,3515.0,334.0,436.0,421.0,445834.0,49041.74,396792.26,1672.89,819,0.89,2442.8900000000003,0.6949900426742532,0.47592887624466573,N
1505,4169.0,383.0,427.0,382.0,323843.0,48576.45,275266.55,2019.81,508,0.85,2829.81,0.6787742863996162,0.4844830894698968,N
1506,8401.0,408.0,372.0,416.0,406868.0,89510.96,317357.04,1902.72,697,0.7799999999999999,2682.7200000000003,0.31933341268896565,0.2264873229377455,Y
1507,2962.0,394.0,429.0,280.0,367835.0,106672.15,261162.85,1246.83,794,0.71,2069.83,0.6987947332883186,0.42094193112761646,N
1508,6850.0,489.0,371.0,397.0,336171.0,94127.88,242043.12,1451.17,660,0.72,2311.17,0.3373970802919708,0.21184963503649637,Y
1509,4151.0,377.0,437.0,441.0,436659.0,109164.75,327494.25,1563.51,780,0.75,2377.51,0.5727559624186943,0.376658636473139,N
1510,6685.0,413.0,393.0,324.0,496351.0,79416.16,416934.84,2773.88,645,0.8400000000000001,3579.88,0.535509349289454,0.41494091249065074,N
1511,4780.0,318.0,373.0,220.0,344079.0,58493.43,285585.57,2095.53,546,0.8300000000000001,2786.53,0.5829560669456068,0.4383953974895398,N
1512,3707.0,426.0,492.0,251.0,278242.0,72342.92,205899.08,1234.47,678,0.74,2152.4700000000003,0.5806501213919613,0.3330105206366334,N
1513,6430.0,284.0,483.0,367.0,468663.0,65612.82,403050.18,1699.28,811,0.86,2466.2799999999997,0.3835583203732503,0.2642737169517885,N
1514,2253.0,218.0,431.0,430.0,415186.0,95492.78,319693.22,2126.93,639,0.7699999999999999,2775.93,1.232103861517976,0.9440434975588105,N
1515,5774.0,399.0,355.0,297.0,442933.0,57581.29,385351.71,2310.38,673,0.87,3064.38,0.5307204710772429,0.400135088326983,N
1516,2703.0,445.0,426.0,366.0,383493.0,23009.58,360483.42,2161.28,749,0.94,3032.28,1.1218201997780244,0.7995856455789864,N
1517,3656.0,231.0,365.0,415.0,339644.0,81514.56,258129.44,1088.28,837,0.76,1684.28,0.46068927789934355,0.29766958424507656,N
1518,3682.0,311.0,386.0,411.0,371174.0,44540.88,326633.12,1753.44,717,0.88,2450.44,0.6655187398153177,0.47621944595328625,N
1519,6624.0,441.0,427.0,296.0,426687.0,115205.49,311481.51,1487.06,785,0.73,2355.06,0.35553442028985505,0.2244957729468599,Y
1520,3344.0,291.0,417.0,213.0,393939.0,74848.41,319090.59,2341.37,566,0.81,3049.37,0.911892942583732,0.7001704545454546,N
1521,9078.0,426.0,376.0,201.0,450110.0,130531.9,319578.1,2344.95,505,0.71,3146.95,0.3466567525886759,0.25831130204890945,N
1522,4581.0,384.0,441.0,361.0,365950.0,69530.5,296419.5,2175.02,535,0.81,3000.02,0.6548832132722113,0.47479153023357346,N
1523,8402.0,218.0,373.0,328.0,374140.0,33672.6,340467.4,1625.44,793,0.91,2216.44,0.2637990954534635,0.19345870030945014,R-LTV
1524,8358.0,265.0,371.0,422.0,485779.0,140875.91,344903.09,2067.87,665,0.7100000000000001,2703.87,0.32350681981335244,0.24741206030150753,Y
1525,4395.0,261.0,385.0,257.0,395178.0,86939.16,308238.84,1299.55,825,0.78,1945.55,0.4426734926052332,0.29568828213879406,N
1526,6663.0,426.0,381.0,404.0,329447.0,88950.69,240496.31,1764.68,502,0.73,2571.6800000000003,0.38596428035419483,0.26484766621641903,N
1527,8453.0,428.0,483.0,286.0,300441.0,66097.02,234343.98,1118.79,751,0.78,2029.79,0.24012658227848102,0.13235419377735716,Y
1528,7741.0,362.0,447.0,365.0,257140.0,59142.2,197997.8,945.27,770,0.7699999999999999,1754.27,0.22662059165482495,0.1221121302157344,Y
1529,9309.0,279.0,458.0,321.0,399671.0,51957.23,347713.77,1465.98,801,0.87,2202.98,0.23665055322805886,0.15747985820174026,R-LTV
1530,9920.0,429.0,496.0,418.0,235295.0,58823.75,176471.25,1294.88,581,0.75,2219.88,0.22377822580645162,0.13053225806451613,N
1531,5336.0,288.0,486.0,364.0,350739.0,73655.19,277083.81,1322.84,792,0.79,2096.84,0.3929610194902549,0.24790854572713641,R-DTI
1532,9527.0,453.0,371.0,225.0,344570.0,72359.7,272210.3,1461.28,743,0.7899999999999999,2285.2799999999997,0.23987404219586436,0.15338301668940904,Y
1533,9707.0,351.0,426.0,212.0,479868.0,95973.6,383894.4,2816.88,512,0.8,3593.88,0.3702359122282889,0.2901905841145565,N
1534,6092.0,405.0,393.0,244.0,457387.0,27443.22,429943.78,3154.78,567,0.9400000000000001,3952.78,0.6488476690741957,0.5178562048588313,N
1535,5353.0,433.0,399.0,402.0,357069.0,39277.59,317791.41,1905.32,654,0.8899999999999999,2737.3199999999997,0.5113618531664487,0.3559349897253876,N
1536,4454.0,437.0,460.0,365.0,236789.0,33150.46,203638.54,1494.23,563,0.86,2391.23,0.5368724741805119,0.3354804669959587,N
1537,9771.0,375.0,436.0,403.0,418394.0,112966.38,305427.62,1639.6,746,0.73,2450.6,0.25080339780984545,0.16780268140415514,Y
1538,8341.0,391.0,429.0,348.0,357743.0,42929.16,314813.84,1887.47,680,0.8800000000000001,2707.4700000000003,0.3245977700515526,0.22628821484234504,R-LTV
1539,6071.0,249.0,369.0,284.0,499852.0,119964.48,379887.52,1813.64,769,0.76,2431.6400000000003,0.4005336847306869,0.29873826387745017,N
1540,9117.0,329.0,372.0,270.0,372976.0,96973.76,276002.24,1163.64,847,0.74,1864.64,0.20452341779094002,0.12763409016123725,Y
1541,5050.0,225.0,468.0,445.0,306403.0,67408.66,238994.34,1432.89,697,0.78,2125.8900000000003,0.42096831683168323,0.28374059405940594,N
1542,3339.0,309.0,465.0,412.0,251165.0,67814.55,183350.45,773.01,845,0.7300000000000001,1547.01,0.4633153638814016,0.23150943396226414,N
1543,6997.0,323.0,359.0,374.0,443145.0,39883.05,403261.95,2958.99,526,0.91,3640.99,0.5203644419036729,0.4228940974703444,N
1544,4124.0,448.0,441.0,315.0,354157.0,46040.41,308116.59,1654.04,724,0.8700000000000001,2543.04,0.6166440349175558,0.40107662463627547,N
1545,6079.0,412.0,378.0,266.0,302300.0,84644.0,217656.0,1039.12,794,0.72,1829.12,0.300891594012173,0.17093600921204144,Y
1546,7748.0,341.0,493.0,370.0,488216.0,136700.48,351515.52,1678.19,776,0.7200000000000001,2512.19,0.3242372225090346,0.21659654104284978,Y
1547,6733.0,350.0,356.0,345.0,304963.0,42694.82,262268.18,1924.43,539,0.86,2630.4300000000003,0.390677261250557,0.28582058517748404,N
1548,4855.0,486.0,466.0,300.0,244637.0,39141.92,205495.08,1507.85,581,0.84,2459.85,0.5066632337796086,0.3105767250257466,N
1549,5420.0,351.0,398.0,223.0,274195.0,27419.5,246775.5,1324.74,713,0.9,2073.74,0.3826088560885608,0.2444169741697417,N
1550,8631.0,244.0,497.0,229.0,405676.0,97362.24,308313.76,1299.86,815,0.76,2040.86,0.23645695747885528,0.1506036380488935,Y
1551,9342.0,292.0,372.0,431.0,347749.0,83459.76,264289.24,1584.55,682,0.76,2248.55,0.2406925711839007,0.16961571397987582,Y
1552,5671.0,420.0,368.0,229.0,425128.0,59517.92,365610.08,1541.43,839,0.86,2329.4300000000003,0.4107617704108623,0.27180920472579795,N
1553,7399.0,425.0,465.0,389.0,372645.0,108067.05,264577.95,1941.38,592,0.7100000000000001,2831.38,0.38267063116637384,0.2623841059602649,N
1554,2364.0,471.0,473.0,336.0,307121.0,67566.62,239554.38,1757.77,569,0.78,2701.77,1.1428807106598984,0.7435575296108291,N
1555,3461.0,450.0,364.0,349.0,443334.0,22166.7,421167.3,2802.04,603,0.95,3616.04,1.0447963016469228,0.8096041606472117,N
1556,2193.0,296.0,454.0,267.0,421398.0,42139.8,379258.2,2782.86,576,0.9,3532.86,1.6109712722298222,1.2689740082079344,N
1557,5854.0,342.0,443.0,344.0,339392.0,50908.8,288483.2,1729.6,655,0.8500000000000001,2514.6,0.4295524427741715,0.29545609839426035,N
1558,8279.0,360.0,364.0,351.0,390682.0,62509.12,328172.88,2408.02,546,0.84,3132.02,0.37830897451383017,0.29085879937190484,N
1559,8653.0,238.0,481.0,322.0,338922.0,33892.2,305029.8,2238.2,598,0.8999999999999999,2957.2,0.34175430486536457,0.25866173581416846,N
1560,9382.0,311.0,465.0,231.0,452702.0,49797.22,402904.78,2680.54,644,0.89,3456.54,0.36842251119164354,0.28571093583457685,N
1561,8060.0,318.0,401.0,380.0,432958.0,25977.48,406980.52,1942.99,755,0.9400000000000001,2661.99,0.3302717121588089,0.24106575682382134,R-LTV
1562,2819.0,353.0,365.0,271.0,469589.0,23479.45,446109.55,3273.39,509,0.95,3991.39,1.4158886129833275,1.161188364668322,N
1563,4384.0,479.0,417.0,345.0,415081.0,45658.91,369422.09,1983.14,709,0.89,2879.1400000000003,0.6567381386861315,0.4523585766423358,N
1564,9624.0,255.0,443.0,296.0,390657.0,62505.12,328151.88,1566.65,798,0.84,2264.65,0.23531275976724855,0.16278574397339984,R-LTV
1565,9965.0,428.0,396.0,359.0,264464.0,74049.92,190414.08,802.79,836,0.72,1626.79,0.16325037631710987,0.0805609633718013,Y
1566,4525.0,266.0,393.0,314.0,433044.0,77947.92,355096.08,2128.98,687,0.8200000000000001,2787.98,0.6161281767955801,0.47049281767955803,N
1567,5387.0,354.0,445.0,306.0,421078.0,101058.72,320019.28,2348.19,518,0.7600000000000001,3147.19,0.5842194171152776,0.4358993874141452,N
1568,9554.0,232.0,399.0,318.0,403944.0,20197.2,383746.8,2553.08,646,0.95,3184.08,0.33327192798827715,0.26722629265229225,R-LTV
1569,2842.0,347.0,394.0,423.0,330762.0,46306.68,284455.32,2087.23,545,0.86,2828.23,0.9951548205489092,0.7344229415904293,N
1570,2549.0,283.0,386.0,356.0,412464.0,70118.88,342345.12,2052.53,664,0.83,2721.53,1.067685366810514,0.8052295017653983,N
1571,7585.0,256.0,384.0,212.0,261811.0,18326.77,243484.23,1786.6,562,0.93,2426.6,0.3199208965062624,0.23554383651944627,N
1572,6543.0,463.0,414.0,339.0,341524.0,30737.16,310786.84,2280.44,533,0.91,3157.44,0.48256762952773957,0.3485312547760966,N
1573,4506.0,485.0,465.0,404.0,411208.0,32896.64,378311.36,2775.91,543,0.9199999999999999,3725.91,0.8268774966711051,0.6160474922325787,N
1574,6544.0,382.0,359.0,386.0,334546.0,56872.82,277673.18,1170.68,805,0.83,1911.68,0.2921271393643032,0.17889364303178484,R-LTV
1575,3427.0,370.0,397.0,229.0,482116.0,48211.6,433904.4,2329.29,702,0.9,3096.29,0.9034986868981616,0.679687773562883,N
1576,2239.0,289.0,495.0,355.0,260856.0,59996.88,200859.12,846.83,821,0.77,1630.83,0.7283742742295667,0.37821795444394823,N
1577,7974.0,406.0,487.0,375.0,270737.0,46025.29,224711.71,1648.85,567,0.83,2541.85,0.31876724354150987,0.20677827940807625,N
1578,4308.0,407.0,441.0,234.0,479227.0,129391.29,349835.71,1877.99,732,0.7300000000000001,2725.99,0.6327739090064994,0.43593082636954505,N
1579,3837.0,480.0,351.0,428.0,328197.0,95177.13,233019.87,1112.47,796,0.71,1943.47,0.5065076882981496,0.2899322387281731,N
1580,8543.0,245.0,463.0,210.0,348762.0,24413.34,324348.66,1944.63,658,0.9299999999999999,2652.63,0.31050333606461433,0.2276284677513754,R-LTV
1581,3748.0,348.0,360.0,241.0,432515.0,82177.85,350337.15,1672.56,767,0.81,2380.56,0.635154749199573,0.4462540021344717,N
1582,8086.0,216.0,435.0,247.0,314695.0,56645.1,258049.9,1547.14,652,0.82,2198.1400000000003,0.27184516448182044,0.19133564185011132,R-LTV
1583,8888.0,378.0,377.0,351.0,270801.0,29788.11,241012.89,1603.46,638,0.89,2358.46,0.26535328532853286,0.1804072907290729,N
1584,3262.0,362.0,478.0,430.0,416502.0,49980.24,366521.76,1545.27,804,0.88,2385.27,0.7312293071735132,0.47371857755977925,N
1585,6047.0,270.0,443.0,207.0,267677.0,53535.4,214141.6,1424.69,637,0.8,2137.69,0.3535124855300149,0.2356027782371424,N
1586,9396.0,250.0,448.0,206.0,463711.0,64919.54,398791.46,1681.32,837,0.8600000000000001,2379.3199999999997,0.2532269050659855,0.17893997445721582,R-LTV
1587,2960.0,233.0,417.0,244.0,435633.0,39206.97,396426.03,2376.77,660,0.91,3026.77,1.0225574324324325,0.8029628378378378,N
1588,5556.0,211.0,495.0,345.0,334822.0,77009.06,257812.94,1891.74,518,0.77,2597.74,0.46755579553635707,0.34048596112311014,N
1589,9989.0,307.0,437.0,255.0,277502.0,77700.56,199801.44,1197.91,670,0.72,1941.91,0.19440484532986285,0.1199229152067274,Y
1590,5936.0,302.0,491.0,233.0,286820.0,74573.2,212246.8,1139.39,713,0.74,1932.39,0.3255373989218329,0.19194575471698114,Y
1591,4206.0,380.0,397.0,249.0,342207.0,95817.96,246389.04,1176.3,767,0.72,1953.3,0.4644079885877318,0.2796718972895863,N
1592,7087.0,461.0,492.0,391.0,446079.0,62451.06,383627.94,2814.93,517,0.86,3767.93,0.5316678425285735,0.3971962748694793,N
1593,7985.0,291.0,356.0,240.0,272080.0,43532.8,228547.2,1677.0,545,0.8400000000000001,2324.0,0.29104571070757673,0.2100187852222918,N
1594,4790.0,254.0,442.0,243.0,298144.0,20870.08,277273.92,2034.54,569,0.9299999999999999,2730.54,0.5700501043841336,0.4247473903966597,N
1595,7539.0,312.0,373.0,226.0,393184.0,78636.8,314547.2,1501.7,766,0.8,2186.7,0.29005173099880616,0.19919087412123623,Y
1596,2502.0,456.0,492.0,303.0,313202.0,28188.18,285013.82,1360.7,799,0.91,2308.7,0.9227418065547561,0.5438449240607515,N
1597,5815.0,292.0,420.0,274.0,361739.0,39791.29,321947.71,1728.28,739,0.89,2440.2799999999997,0.41965262252794494,0.29721066208082547,N
1598,9811.0,339.0,462.0,404.0,373786.0,41116.46,332669.54,2213.26,645,0.8899999999999999,3014.26,0.3072326979920498,0.22558964427683215,R-LTV
1599,9422.0,422.0,356.0,395.0,311460.0,15573.0,295887.0,1588.39,726,0.95,2366.3900000000003,0.25115580556145195,0.16858310337507962,R-LTV
1600,8224.0,381.0,440.0,309.0,467592.0,70138.8,397453.2,2133.61,708,0.85,2954.61,0.35926678015564206,0.25943701361867705,R-LTV
1601,2841.0,280.0,478.0,280.0,418417.0,108788.42,309628.58,1305.41,836,0.74,2063.41,0.7262970784934881,0.4594896163322774,N
1602,5673.0,246.0,487.0,244.0,289889.0,26090.01,263798.99,1259.42,783,0.9099999999999999,1992.42,0.3512109994711793,0.2220024678300723,R-LTV
1603,7308.0,370.0,466.0,278.0,437468.0,30622.76,406845.24,2706.75,605,0.9299999999999999,3542.75,0.4847769567597154,0.3703817733990148,N
1604,2088.0,292.0,494.0,377.0,420843.0,105210.75,315632.25,2316.0,514,0.75,3102.0,1.485632183908046,1.1091954022988506,N
1605,5757.0,449.0,409.0,347.0,409184.0,85928.64,323255.36,2371.93,504,0.7899999999999999,3229.93,0.5610439464999131,0.41200799027271146,N
1606,8513.0,394.0,451.0,256.0,316698.0,19001.88,297696.12,2184.39,585,0.94,3029.39,0.3558545753553389,0.25659461999295197,N
1607,3573.0,232.0,468.0,438.0,293854.0,82279.12,211574.88,1135.78,741,0.72,1835.78,0.5137923313741953,0.31787853344528405,N
1608,5742.0,498.0,414.0,221.0,498302.0,69762.28,428539.72,3144.47,543,0.86,4056.47,0.7064559386973179,0.5476262626262626,N
1609,6631.0,389.0,482.0,346.0,476239.0,119059.75,357179.25,1705.23,760,0.75,2576.23,0.3885130447896245,0.2571603076459056,R-DTI
1610,2937.0,384.0,364.0,346.0,444038.0,106569.12,337468.88,2023.3,658,0.76,2771.3,0.9435818862785156,0.6889002383384406,N
1611,9880.0,329.0,397.0,428.0,259782.0,33771.66,226010.34,1503.65,629,0.87,2229.65,0.22567307692307692,0.15219129554655872,N
1612,7228.0,375.0,353.0,222.0,243339.0,46234.41,197104.59,1311.34,644,0.8099999999999999,2039.34,0.28214443829551744,0.18142501383508577,R-LTV
1613,5792.0,264.0,471.0,350.0,435202.0,126208.58,308993.42,1302.73,831,0.71,2037.73,0.35181802486187846,0.22491885359116023,Y
1614,5109.0,468.0,459.0,436.0,326101.0,26088.08,300012.92,2201.39,529,0.9199999999999999,3128.39,0.61232922293991,0.43088471325112543,N
1615,8814.0,310.0,470.0,431.0,452522.0,108605.28,343916.72,2523.54,567,0.7599999999999999,3303.54,0.3748059904697073,0.28631041524846834,N
1616,6116.0,382.0,433.0,329.0,461192.0,78402.64,382789.36,1613.86,837,0.83,2428.8599999999997,0.3971321124918247,0.26387508175277957,N
1617,4572.0,309.0,451.0,210.0,277133.0,16627.98,260505.02,1098.3,601,0.94,1858.3,0.4064523184601925,0.24022309711286088,N
1618,3060.0,323.0,378.0,424.0,465962.0,97852.02,368109.98,2449.04,619,0.7899999999999999,3150.04,1.0294248366013072,0.8003398692810457,N
1619,2592.0,436.0,395.0,368.0,365842.0,80485.24,285356.76,2093.85,553,0.78,2924.85,1.128414351851852,0.8078124999999999,N
1620,9967.0,296.0,421.0,241.0,434311.0,95548.42,338762.58,2485.72,557,0.78,3202.72,0.3213323969098023,0.24939500351158822,N
1621,2654.0,266.0,416.0,403.0,460532.0,101317.04,359214.96,2635.79,579,0.78,3317.79,1.2501092690278823,0.9931386586284853,N
1622,3582.0,456.0,499.0,439.0,350358.0,84085.92,266272.08,1596.44,692,0.76,2551.44,0.7122948073701842,0.44568397543271915,N
1623,6389.0,339.0,465.0,435.0,463245.0,64854.3,398390.7,2388.55,700,0.86,3192.55,0.4996947879167319,0.37385349820003133,N
1624,5990.0,450.0,437.0,392.0,340333.0,64663.27,275669.73,1479.85,722,0.8099999999999999,2366.85,0.3951335559265442,0.24705342237061767,N
1625,3001.0,327.0,475.0,421.0,276240.0,33148.8,243091.2,1783.72,542,0.88,2585.7200000000003,0.8616194601799401,0.594375208263912,N
1626,7301.0,479.0,362.0,323.0,238865.0,11943.25,226921.75,956.71,838,0.95,1797.71,0.2462279139843857,0.13103821394329546,R-LTV
1627,4101.0,448.0,355.0,347.0,450808.0,85653.52,365154.48,2679.37,532,0.8099999999999999,3482.37,0.849151426481346,0.6533455254815899,N
1628,3139.0,359.0,478.0,393.0,429492.0,77308.56,352183.44,2111.52,683,0.82,2948.52,0.9393182542210895,0.6726728257406818,N
1629,7236.0,310.0,469.0,442.0,234458.0,42202.44,192255.56,1410.7,595,0.82,2189.7,0.30261194029850746,0.19495577667219458,N
1630,4871.0,431.0,400.0,337.0,290143.0,34817.16,255325.84,1370.64,732,0.88,2201.6400000000003,0.45198932457400953,0.28138780537877234,N
1631,4767.0,205.0,369.0,398.0,329774.0,32977.4,296796.6,2177.79,599,0.8999999999999999,2751.79,0.5772582336899518,0.4568470736312146,N
1632,6587.0,200.0,437.0,270.0,465234.0,51175.74,414058.26,2482.49,670,0.89,3119.49,0.4735828146348869,0.3768771823288295,N
1633,3915.0,320.0,362.0,364.0,235561.0,18844.88,216716.12,1299.32,700,0.9199999999999999,1981.32,0.5060842911877395,0.331882503192848,N
1634,6515.0,274.0,437.0,244.0,316414.0,37969.68,278444.32,1852.5,624,0.88,2563.5,0.3934765924788949,0.28434382194934765,N
1635,4944.0,469.0,411.0,218.0,279935.0,36391.55,243543.45,1787.04,532,0.87,2667.04,0.5394498381877023,0.36145631067961165,N
1636,3939.0,426.0,358.0,356.0,336800.0,37048.0,299752.0,1994.26,629,0.89,2778.26,0.7053211474993654,0.5062858593551662,N
1637,3388.0,362.0,498.0,242.0,301593.0,24127.44,277465.56,1324.66,774,0.92,2184.66,0.6448229043683589,0.39098583234946876,N
1638,3392.0,383.0,477.0,279.0,391295.0,89997.85,301297.15,2210.81,526,0.77,3070.81,0.9053095518867924,0.6517718160377358,N
1639,4263.0,295.0,385.0,316.0,392039.0,35283.51,356755.49,2617.75,540,0.91,3297.75,0.7735749472202674,0.6140628665259207,N
1640,5371.0,275.0,376.0,330.0,352032.0,35203.2,316828.8,2324.78,587,0.9,2975.78,0.5540458015267176,0.4328393222863527,N
1641,6506.0,242.0,411.0,209.0,497586.0,54734.46,442851.54,2946.3,642,0.89,3599.3,0.5532277897325546,0.4528588994774055,N
1642,2925.0,495.0,385.0,423.0,289641.0,31860.51,257780.49,1086.81,813,0.89,1966.81,0.6724136752136752,0.37155897435897434,N
1643,5658.0,208.0,391.0,291.0,363142.0,25419.94,337722.06,2024.81,664,0.93,2623.81,0.46373453517143864,0.3578667373630258,N
1644,3365.0,228.0,439.0,330.0,465951.0,102509.22,363441.78,2666.81,582,0.78,3333.81,0.9907310549777117,0.7925141158989598,N
1645,9202.0,267.0,450.0,431.0,360626.0,39668.86,320957.14,1532.3,797,0.89,2249.3,0.24443599217561401,0.16651814822864594,R-LTV
1646,2090.0,203.0,415.0,361.0,240651.0,62569.26,178081.74,850.19,773,0.74,1468.19,0.7024832535885168,0.40678947368421053,N
1647,7180.0,395.0,470.0,214.0,474019.0,47401.9,426617.1,2036.74,753,0.8999999999999999,2901.74,0.404142061281337,0.2836685236768802,N
1648,4211.0,357.0,366.0,296.0,393677.0,74798.63,318878.37,2339.82,591,0.8099999999999999,3062.82,0.7273379244834957,0.5556447399667538,N
1649,6188.0,275.0,417.0,367.0,421905.0,54847.65,367057.35,1752.39,761,0.87,2444.3900000000003,0.3950210084033614,0.2831916612798966,N
1650,7048.0,291.0,390.0,382.0,310424.0,52772.08,257651.92,1890.56,535,0.8300000000000001,2571.56,0.36486379114642453,0.26824063564131667,N
1651,3117.0,396.0,375.0,314.0,310053.0,18603.18,291449.82,1747.39,694,0.9400000000000001,2518.3900000000003,0.8079531600898301,0.5605999358357395,N
1652,4014.0,231.0,499.0,418.0,285050.0,37056.5,247993.5,1819.69,514,0.87,2549.69,0.635199302441455,0.4533358246138515,N
1653,6423.0,305.0,400.0,331.0,285231.0,57046.2,228184.8,1674.34,528,0.7999999999999999,2379.34,0.3704406040790908,0.26067881052467695,N
1654,8750.0,423.0,494.0,421.0,250906.0,37635.9,213270.1,1018.18,754,0.85,1935.1799999999998,0.22116342857142857,0.11636342857142856,R-LTV
1655,7977.0,300.0,387.0,276.0,247707.0,39633.12,208073.88,1116.99,706,0.84,1803.99,0.2261489281684844,0.14002632568634826,R-LTV
1656,6667.0,460.0,363.0,318.0,482202.0,139838.58,342363.42,2512.14,527,0.71,3335.14,0.5002459877006149,0.3768021598920054,N
1657,2579.0,293.0,490.0,204.0,354433.0,99241.24,255191.76,1075.9,838,0.72,1858.9,0.7207832493214424,0.41717720046529666,N
1658,8481.0,207.0,370.0,346.0,311099.0,24887.92,286211.08,2100.12,575,0.92,2677.12,0.31566088904610307,0.24762645914396886,N
1659,2647.0,276.0,387.0,273.0,260665.0,13033.25,247631.75,1817.03,749,0.95,2480.0299999999997,0.9369210426898374,0.686448809973555,N
1660,8920.0,234.0,460.0,364.0,426992.0,25619.52,401372.48,2945.13,593,0.94,3639.13,0.4079742152466368,0.33017152466367716,N
1661,2910.0,247.0,354.0,310.0,466865.0,88704.35,378160.65,2515.91,607,0.81,3116.91,1.071103092783505,0.864573883161512,N
1662,6770.0,397.0,372.0,282.0,461063.0,92212.6,368850.4,1555.09,807,0.8,2324.09,0.34329246676514036,0.22970310192023632,Y
1663,8214.0,248.0,420.0,229.0,454616.0,54553.92,400062.08,2935.51,500,0.88,3603.51,0.4387034331628927,0.3573788653518383,N
1664,6144.0,421.0,381.0,322.0,353567.0,45963.71,307603.29,1844.24,651,0.87,2646.24,0.43070312499999996,0.30016927083333333,N
1665,3518.0,364.0,473.0,406.0,278599.0,50147.82,228451.18,1090.66,755,0.82,1927.66,0.5479420125071063,0.3100227401932917,N
1666,3657.0,252.0,431.0,316.0,351037.0,101800.73,249236.27,1494.3,674,0.71,2177.3,0.595378725731474,0.40861361771944216,N
1667,9026.0,280.0,364.0,310.0,365685.0,18284.25,347400.75,1658.54,783,0.95,2302.54,0.2551008198537558,0.18375138488810103,R-LTV
1668,8200.0,253.0,455.0,441.0,235506.0,37680.96,197825.04,1316.13,641,0.8400000000000001,2024.13,0.24684512195121952,0.16050365853658538,R-LTV
1669,3116.0,252.0,375.0,255.0,456664.0,36533.12,420130.88,2795.14,638,0.92,3422.14,1.098247753530167,0.8970282413350449,N
1670,9764.0,419.0,413.0,417.0,298574.0,59714.8,238859.2,1752.66,579,0.8,2584.66,0.2647132322818517,0.17950225317492832,N
1671,7976.0,212.0,416.0,368.0,326534.0,16326.7,310207.3,2063.82,648,0.95,2691.82,0.3374899699097292,0.2587537612838516,R-LTV
1672,3582.0,483.0,369.0,314.0,269627.0,51229.13,218397.87,1172.41,708,0.8099999999999999,2024.41,0.5651619207146845,0.3273059743160246,N
1673,2646.0,389.0,463.0,389.0,280447.0,14022.35,266424.65,1954.93,557,0.9500000000000001,2806.9300000000003,1.0608201058201059,0.7388246409674981,N
1674,9667.0,348.0,465.0,414.0,296334.0,26670.06,269663.94,1794.08,638,0.91,2607.08,0.2696886314265025,0.18558808316954586,N
1675,9870.0,321.0,443.0,439.0,309789.0,18587.34,291201.66,1745.9,692,0.94,2509.9,0.25429584599797367,0.17688956433637285,R-LTV
1676,5975.0,317.0,357.0,313.0,279208.0,33504.96,245703.04,1802.88,553,0.88,2476.88,0.4145405857740586,0.30173723849372386,N
1677,6324.0,429.0,379.0,222.0,398816.0,111668.48,287147.52,1210.63,805,0.7200000000000001,2018.63,0.3192014547754586,0.19143421884882988,Y
1678,7322.0,468.0,380.0,283.0,487917.0,39033.36,448883.64,3293.75,549,0.92,4141.75,0.5656582900846763,0.44984293908768097,N
1679,5228.0,299.0,450.0,369.0,362904.0,25403.28,337500.72,2023.49,668,0.9299999999999999,2772.49,0.5303156082631981,0.387048584544759,N
1680,9930.0,377.0,407.0,269.0,272302.0,29953.22,242348.78,1300.98,741,0.89,2084.98,0.20996777442094663,0.13101510574018127,R-LTV
